County,Year-Month,Precipitation,Avg Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),windeventcount,Avg Soil Temp (F),AQI_PM25,AQI_PM10,FIRE_Acres_Burned,fungicide_lbs_prd_used,rodent_lbs_prd_used,rate_per_100k,log1p_rate_per_100k
Kern,2016-05,0.6000000000000001,50.02457757296467,4.299039938556067,3092.933333333333,0.0,71.7668202764977,42.0,22.0,224.45,145934.5841,152569.5153,9.367924677370931,2.33871687466946
Kern,2016-06,0.1366666666666667,40.644444444444446,3.728888888888889,2686.233333333333,0.0,77.8488888888889,55.0,34.5,284.99,82069.6974,435080.1651,13.318254360599637,2.6615352519090605
Kern,2016-07,0.01,38.75268817204301,3.524731182795699,2621.1,0.0,79.88279569892474,56.0,39.5,200.3,47121.453,200489.8005,17.15571748145038,2.8989855238568474
Kern,2016-08,0.0,40.31182795698925,3.190322580645161,2374.1666666666665,0.0,79.26666666666667,68.0,42.0,46266.62,17374.7828,148985.6999,29.79677246778224,3.4274098944816025
Kern,2016-09,0.0,41.96666666666667,3.3422222222222224,2405.6,0.0,73.89,61.5,44.0,19.89,23383.3939,29862.8385,36.45589964808206,3.6231642315502324
Kern,2016-10,0.1299999999999999,58.48275862068965,2.966666666666667,2126.1,0.0,67.59462365591399,59.0,28.0,23.38,21741.7086,39232.0511,46.61389026209873,3.863124530897432
Kern,2016-11,0.0499999999999999,71.27111111111111,2.4246666666666665,1639.7666666666669,0.0,60.92955555555556,81.5,15.5,2.87,6147.1854,52951.1133,34.65003465003465,3.5737501188103136
Kern,2016-12,0.6233333333333334,81.0752688172043,2.447311827956989,1820.7666666666669,0.0,52.44193548387097,83.0,9.0,2.12,24853.0299,23319.3041,21.783246538946862,3.126025464938493
Kern,2017-01,1.2166666666666666,82.75555555555555,2.8154259718775845,1952.8666666666668,0.0,51.23556658395368,55.0,8.5,1.75,24799.4672,22640.3631,11.758000199326098,2.5461585414433796
Kern,2017-02,1.143333333333333,77.80448717948718,3.2214285714285715,2164.266666666667,0.3333333333333333,55.47976190476191,43.0,10.0,1.6,62874.3581,48206.4539,11.534038290767509,2.528448006749749
Kern,2017-03,0.3433333333333333,68.30250896057348,3.8473118279569896,2861.7000000000003,0.0,59.17419354838709,57.0,12.0,3.33,111001.2478,46356.1699,10.52620970225384,2.444623546693654
Kern,2017-04,0.1433333333333333,53.94444444444443,4.474444444444445,3221.633333333333,0.0,64.29222222222222,51.0,19.5,13.25,126354.6578,98001.3465,8.51055252522651,2.2524019742624977
Kern,2017-05,0.0333333333333333,47.913978494623656,4.243010752688172,3159.066666666667,0.0,72.1505376344086,47.0,26.0,275.44,133059.8788,172156.0883,10.974133519371025,2.482748783215254
Kern,2017-06,0.0,44.517020335985855,3.85,2769.6,0.0,79.51222222222222,57.5,32.5,2418.48,82529.5813,282623.5955,19.48468604459753,3.019677584769479
Kern,2017-07,0.0,39.66666666666666,3.473118279569892,2587.0333333333333,0.0,83.91075268817204,60.0,39.0,81693.5,55603.2004,219119.6566,21.38836226734557,3.108541282216116
Kern,2017-08,0.08,45.14121863799283,3.289247311827957,2448.733333333333,0.0,83.19139784946236,63.0,49.0,593.23,19260.5491,147029.7595,37.62560063784352,3.6539152855913324
Kern,2017-09,0.2266666666666666,48.88505747126437,3.5144444444444445,2528.0333333333333,0.0,77.87153256704981,57.0,31.5,533.85,15866.9651,69706.0722,40.87304831194311,3.734642381583083
Kern,2017-10,0.02,48.333333333333336,3.3000000000000003,2457.1,0.3333333333333333,67.31182795698925,72.0,64.0,97.9,15994.1192,48636.8403,49.27161988289031,3.917440700835409
Kern,2017-11,0.09,70.92452107279694,2.8466666666666662,2048.633333333333,0.0,61.157777777777774,71.5,48.0,107.9,9304.4276,23633.8756,53.07897232838639,3.9904454287506472
Kern,2017-12,0.08,62.66666666666666,2.798924731182796,2084.4,0.0,50.594695340501794,126.0,67.0,27.25,4630.0665,12725.4791,37.73758159212281,3.6568102293942637
Kern,2018-01,1.21,80.59147730282325,3.105153874675566,2259.1666666666665,0.0,52.47334074898035,86.0,37.0,6.99,50620.4516,54504.1991,36.77389608874618,3.631618284402771
Kern,2018-02,0.2366666666666666,56.642857142857146,3.7654761904761904,2530.266666666667,0.0,52.3139770723104,63.5,48.5,36.38,19234.808,29994.9644,22.997572478460608,3.177952678501462
Kern,2018-03,2.0933333333333333,66.13978494623656,3.996774193548387,2973.5,0.3333333333333333,56.12745519713261,45.0,12.0,7.79,111059.8826,75066.5327,18.7757958882118,2.984458760035315
Kern,2018-04,0.41,49.398084291187736,4.272222222222222,3078.3,0.0,64.4855172413793,54.0,33.0,1120.75,124815.2601,88703.8197,18.88689527216572,2.9900609857680625
Kern,2018-05,0.0,46.40143369175627,4.482795698924731,2545.266666666667,0.0,72.38788365673794,53.0,39.0,155.57,116433.7638,98814.5974,27.330448452663333,3.3439371433205034
Kern,2018-06,0.0033333333333333,42.32222222222222,4.086666666666667,2944.633333333333,0.0,76.83273504273505,57.0,51.0,395.13,87976.8155,263895.4049,24.775162621723265,3.2494113391643333
Kern,2018-07,0.0,43.38709677419354,3.6462365591397847,2711.9333333333334,0.0,80.77028862478777,65.0,51.0,1635.09,81613.6489,309062.6933,29.88573428360339,3.430294403629806
Kern,2018-08,0.0,43.84907834101383,3.5079718205413424,2550.5333333333333,0.0,78.39467132793051,69.0,60.0,526.06,31154.9167,162702.3084,29.88573428360339,3.430294403629806
Kern,2018-09,0.0,46.01111111111111,3.315555555555556,2387.2333333333336,0.0,73.16000000000001,59.0,67.5,201.75,17597.4228,48642.5571,25.10846077358501,3.262259429368
Kern,2018-10,0.52,48.24230205278592,3.541825513196481,2418.5,0.0,65.38582600195504,54.0,54.0,157.16,18968.3089,32262.3037,33.99641148989829,3.555245527372922
Kern,2018-11,0.6425000000000001,52.67121365787694,3.224362745098039,2081.075,0.25,56.43549019607843,81.5,62.5,32.980000000000004,6483.5943,8054.5855,31.44112565895822,3.479426928366468
Kern,2018-12,0.5975,73.91935483870968,3.320161290322581,2468.6,0.25,51.433542413381126,77.0,25.0,2.73,2665.809,30715.5865,28.33034290824857,3.3786225743035105
Kern,2019-01,0.955,68.22903225806452,3.884677419354839,2452.425,1.25,49.9752688172043,64.0,19.0,1.23,21756.8864,22754.84,34.651717136046614,3.5737973122093574
Kern,2019-02,0.9025,64.13095238095238,5.363095238095238,2700.4,2.5,49.74880952380952,42.5,9.5,0.5,29523.7281,18679.5132,30.458197227862627,3.4486595923602006
Kern,2019-03,1.5125,59.3692876344086,4.099697580645161,2982.075,1.75,56.18709677419355,45.0,19.0,0.03,91846.1562,55724.4799,39.61772755363291,3.704204610560551
Kern,2019-04,0.745,47.94166666666666,4.3950000000000005,3164.3250000000003,1.25,66.01878205128205,43.0,22.0,79.81,144478.1546,129223.5451,25.16111944910391,3.2642743180703677
Kern,2019-05,2.73,54.30645161290322,4.377419354838709,3258.55,1.25,68.6991935483871,52.0,26.0,884.07,184693.7893,175639.1291,29.906418292575264,3.4309638740684316
Kern,2019-06,0.0275,40.141666666666666,3.9125,2815.725,0.25,77.02416666666666,54.0,40.0,2117.35,156641.749,270735.2589,22.843647920896977,3.1715178473074186
Kern,2019-07,0.015,37.29032258064517,3.916129032258064,2915.4,0.0,80.91129032258064,56.0,41.0,1401.5800000000002,77152.7326,293565.9427,23.50578264324181,3.198909115955635
Kern,2019-08,0.0,38.20161290322581,4.0,2974.775,0.0,82.35806451612903,55.0,52.0,906.93,42723.0259,128665.9841,31.009976163149997,3.466047609312641
Kern,2019-09,0.055,41.66666666666667,4.2475000000000005,3058.85,0.25,77.43916666666667,54.5,59.0,465.8,14710.7098,57499.9088,28.913216209058003,3.3983003964182403
Kern,2019-10,0.04,38.840591397849465,3.733064516129032,2776.15,0.75,64.86464682981091,62.0,72.0,45.2,15006.084,18346.2727,40.5005738500927,3.725707254854128
Kern,2019-11,5.4225,53.266666666666666,3.2583333333333333,2345.3,0.25,56.30994252873563,88.0,68.5,64.13,16687.6383,4555.0602,37.410611812483445,3.6483337706996743
Kern,2019-12,2.08,74.45967741935483,3.607258064516129,2685.65,0.25,51.26290322580645,53.0,17.0,0.01,5620.5786,8429.0492,29.68570671846032,3.423796966974255
Kern,2020-01,0.63,77.79032258064515,3.240322580645161,2408.675,0.0,48.94677419354839,72.0,19.0,0.0,14413.7334,13840.3089,27.715881420020985,3.3574503293012317
Kern,2020-02,0.6125,50.345443349753694,3.8353448275862063,2667.8,0.75,51.93706896551724,63.0,32.0,0.0,31648.5166,30169.4791,33.105080585025064,3.529446363954648
Kern,2020-03,1.395,60.96774193548387,4.834677419354838,3597.05,1.5,57.45967741935484,34.0,12.0,0.0,88948.686,165737.0218,28.815717984307533,3.395035703596792
Kern,2020-04,2.52,58.97559523809524,4.565,3287.9,0.25,63.8725,49.5,19.0,0.0,117053.8973,144423.6236,20.236992782872463,3.0557446036226725
Kern,2020-05,0.1925,39.89516129032258,4.883064516129032,3632.0,0.5,74.06854838709677,46.0,36.0,0.0,130843.2912,118653.4004,16.82749943358417,2.880742177148293
Kern,2020-06,0.1475,36.75833333333333,4.755833333333333,3422.025,0.75,78.85,54.0,42.5,0.1,118342.4972,229950.3111,19.687074500729192,3.029509084985176
Kern,2020-07,0.235,32.55210918114144,4.340074441687345,3133.1,0.5,82.06129032258065,57.0,43.0,0.1,51766.9208,384479.7147,17.157450402870133,2.899080966998938
Kern,2020-08,0.0,36.84047751469888,3.845430107526881,2654.7,0.0,82.07903225806452,71.0,56.0,2005.0,20089.1783,196967.266,21.55679666001632,3.1160364245274836
Kern,2020-09,0.0375,42.375,3.1875,2298.3,0.0,76.215,116.0,81.5,0.0,28546.8421,96887.3189,22.87660053716018,3.172898922325496
Kern,2020-10,0.1025,44.17741935483871,2.983064516129032,2217.15,0.0,69.49274193548388,81.0,84.0,0.0,22255.0212,37703.6733,29.47561992287946,3.4169270171745314
Kern,2020-11,0.5700000000000001,55.84166666666667,3.318333333333334,2385.2,0.25,56.7175,91.0,51.5,0.0,7091.6851,11298.874,26.836012168591747,3.326330584135538
Kern,2020-12,0.485,57.32123655913978,3.179811827956989,2346.25,0.25,49.0691129032258,88.0,44.0,0.0,5691.4692,2153.8496,25.846159260733856,3.290122766430097
Kern,2021-01,0.6799999999999999,60.814516129032256,4.023387096774194,2994.95,2.0,48.729838709677416,93.0,34.0,0.0,38625.217,7468.6083,31.19660475114369,3.4718610044798446
Kern,2021-02,0.0175,50.52678571428571,3.8848214285714286,2610.0,0.25,53.94642857142858,62.5,35.0,14.3,22230.3333,18020.3354,27.228132061952262,3.34031907153037
Kern,2021-03,0.415,47.336420096403415,4.639516129032258,3450.3,1.5,57.50860215053763,53.0,25.0,1.4900000000000002,60302.8983,37230.0549,26.78719065204211,3.324575146598283
Kern,2021-04,0.1575,37.575,4.509166666666667,3249.0,1.0,66.34111111111112,56.0,40.0,36.46,119091.4415,79979.2854,16.97624428154109,2.889051124106509
Kern,2021-05,0.0,32.61290322580645,4.54516129032258,3381.9,0.75,74.0516129032258,56.0,44.0,99.58,95803.8034,151576.5952,23.259659372760844,3.1888148627232207
Kern,2021-06,0.0,32.575,4.340833333333333,3128.3,0.0,80.39962962962964,56.0,41.0,957.67,72759.2653,211525.1631,24.692718954968857,3.246207642616376
Kern,2021-07,0.235,31.15581797235023,3.8741935483870966,2881.425,0.0,83.93440860215054,59.0,42.0,556.76,70453.2262,274244.0459,30.75566334123353,3.4580710823843743
Kern,2021-08,0.0424999999999999,31.91344086021505,4.119354838709677,3063.675,0.25,83.04758960573477,82.0,63.0,695.63,19301.3982,197383.4784,26.45648459460949,3.312602373011737
Kern,2021-09,0.0025,34.69166666666666,3.77,2713.8,0.0,79.31529411764706,79.5,67.0,77.28,9946.8562,56174.7535,26.23601388965441,3.3045401375946835
Kern,2021-10,0.77,46.266129032258064,4.075,3031.3250000000003,1.0,71.0516129032258,65.0,58.0,14.35,12509.456,18467.8386,27.558838119384884,3.351966454549478
Kern,2021-11,0.04,63.73333333333333,3.0516666666666667,2197.85,0.25,60.17476190476191,100.5,44.5,0.97,14403.2838,6875.7152,25.90530783222179,3.292323584326285
Kern,2021-12,1.9925,75.29032258064515,3.775,2805.5,1.0,52.63655913978494,80.0,28.0,0.0,4934.0381,2454.5348,24.03130684010362,3.220127315031742
Kern,2022-01,0.045,69.54032258064515,3.2701612903225805,2432.9,0.75,50.82043010752688,96.0,44.0,24.0,24332.6409,10663.7651,21.084628427350275,3.094881820245431
Kern,2022-02,0.155,45.66964285714286,4.174107142857143,2800.15,0.75,52.64285714285714,69.0,45.5,4301.0,10812.018,7616.9282,20.974812654291163,3.0898969181329043
Kern,2022-03,0.91,46.20967741935484,4.631451612903225,3441.575,1.0,60.00430107526881,55.0,35.0,381.0,56452.1905,37853.8444,16.911629051103866,2.885450169563466
Kern,2022-04,0.225,39.925,5.198333333333333,3745.25,1.25,67.3,55.5,35.5,185.0,119062.9746,71675.4541,21.194444200409396,3.099841996314843
Kern,2022-05,0.0,33.14516129032258,5.317741935483871,3957.2,1.0,73.85591397849463,53.0,51.0,779.0,134003.672,89037.7724,25.03799625747845,3.25955686574213
Kern,2022-06,0.0475,31.558333333333337,4.914166666666667,3537.05,1.0,78.67444444444443,52.5,44.5,1234.0,106689.8485,71871.9507,23.061312342414368,3.1806052536315326
Kern,2022-07,0.0025,31.163709677419355,4.463709677419355,3321.275,0.25,81.26881720430107,53.0,45.0,497.0,52915.6037,63856.3239,19.766839150640884,3.033357442900157
Kern,2022-08,0.0125,32.693548387096776,4.073387096774193,3029.375,0.0,84.3959677419355,57.0,57.0,5817.0,13875.6141,17969.663,21.85333883876409,3.1290972265241317
Kern,2022-09,0.5175000000000001,39.41091954022989,3.515833333333333,2533.3,0.0,80.53,65.0,60.0,55089.0,12477.528,21459.7661,27.014680172542544,3.332728664658758
Kern,2022-10,0.34,42.33064516129032,2.967741935483871,2210.9,0.0,70.83790322580646,66.0,69.0,77094.0,18097.1818,12600.6727,20.425733788995583,3.0645927130920128
Kern,2022-11,0.6425000000000001,56.83333333333333,3.0716666666666668,2211.125,0.0,56.65916666666666,96.0,52.5,40.0,9722.1932,7008.6749,25.03799625747845,3.25955686574213
Kern,2022-12,1.8525,78.4274193548387,3.1750000000000003,2361.175,0.0,50.83951612903226,75.0,31.0,10.0,4644.5654,400.7011,22.29260193100055,3.148135796462547
Kern,2023-01,2.11,73.04838709677419,3.8233870967741934,2844.8,0.0,50.545967741935485,58.0,19.0,19.0,26665.099,2639.231,24.79691328023488,3.250254844469126
Kern,2023-02,2.5375,59.40178571428572,4.0910714285714285,2749.35,0.75,49.691964285714285,53.0,29.5,9.0,22368.6115,31719.4152,17.63336055483369,2.9249535523952948
Kern,2023-03,2.0325,65.44354838709677,4.450806451612904,3310.95,0.0,54.21451612903226,30.0,15.0,13.0,50714.0248,16312.7463,18.955862596446217,2.993522964649682
Kern,2023-04,0.0025,48.266666666666666,4.075,2934.4,0.5,61.373333333333335,51.5,34.0,140.0,79391.6915,52345.6013,14.988356471608636,2.7718607367982084
Kern,2023-05,0.1875,45.41935483870968,4.418548387096774,3283.625,0.25,71.30887096774194,48.0,40.0,348.0,140056.8024,45893.6799,17.41294354789827,2.913053870997489
Kern,2023-06,0.4525,44.34166666666667,4.110833333333334,2958.8,0.0,77.50666666666666,55.0,41.0,886.0,143884.1164,57790.1849,21.04982416233272,3.093304627363676
Kern,2023-07,0.215,33.08064516129032,3.443548387096774,2564.225,0.0,84.72258064516129,59.0,52.0,121004.0,121591.185,37168.6302,22.04170069354211,3.137305647927387
Kern,2023-08,1.22,41.51084538375973,3.6653225806451615,2724.275,0.0,83.66854838709678,60.0,49.0,384211.0,47803.7943,20522.3132,26.450040832250533,3.312367655468114
Kern,2023-09,0.0625,48.075,3.52,2535.375,0.0,78.71083333333334,58.5,57.0,973.0,17109.0911,16660.0975,28.32358539120161,3.3783921543717934
Kern,2023-10,0.3225,49.37903225806451,3.0411290322580644,2263.375,0.0,71.18467741935484,61.0,57.0,3260.0,14199.364,8974.3246,37.14026566861846,3.6412705657646485
Kern,2023-11,0.1775,51.22959770114942,2.9733333333333336,2141.425,0.0,60.36666666666666,67.5,53.5,604.0,9280.4071,5805.0697,50.0346605743406,3.932505020992561
Kern,2023-12,0.9125,69.56451612903226,2.708870967741936,2016.3,0.0,54.41129032258064,84.0,51.0,3786.0,7049.6117,5767.0829,52.679664657565645,3.98303424557919
Kern,2024-01,1.4325,76.16129032258064,3.141935483870967,2339.05,0.0,53.1293817204301,64.0,26.0,65.0,29932.004323766538,0.0,48.11046685656877,3.894072186350272
Kern,2024-02,2.39,73.33620689655172,3.679310344827586,2560.75,0.25,56.35465517241379,47.0,22.0,3.0,24018.25032751926,0.0,31.34799650382761,3.4765520871535527
Kern,2024-03,1.05,61.30645161290323,4.1322580645161295,3073.675,0.0,60.38091397849462,36.0,22.0,12.0,65652.2059780625,7901.142120853219,23.402150167787973,3.1946712500473278
Kern,2024-04,0.7125,53.13333333333333,4.236666666666666,3049.0,0.25,67.725,46.5,30.0,335.0,107904.87139404877,39326.642523232935,30.259524403000267,3.442324110642157
Kern,2024-05,0.1425,38.37903225806451,4.131451612903225,3072.7,0.25,76.43824278438031,48.0,37.0,2513.0,137787.1697578695,85237.74573700746,28.51796904167651,3.384999197964282
Kern,2024-06,0.175,34.33333333333333,3.960833333333333,2853.225,0.0,82.30421568627452,57.5,48.5,23479.0,124106.28966766564,170674.94716423133,35.3753432768888,3.593891162612455
Kern,2024-07,0.2575,33.693548387096776,3.5960729312762973,2455.675,0.0,86.9207997311828,68.0,52.0,45535.0,89438.38415521482,153466.34615451685,34.28687117606145,3.563510973401317
Kern,2024-08,0.01,35.314516129032256,3.5943548387096773,2671.825,0.0,85.01479663394109,57.0,58.0,104321.0,33395.76101299113,66610.91841646901,36.79035700796435,3.6320539644711625
Kern,2024-09,0.0025,38.55833333333334,3.3125,2384.425,0.0,82.44592105263158,58.0,63.0,357786.0,17230.702929355215,6071.514409425508,38.42306515920537,3.6743510551503378
Kern,2024-10,0.015,41.75806451612903,2.975806451612903,2214.775,0.0,75.43285229202037,62.0,70.0,6374.0,17325.213740323117,0.0,42.34156472218383,3.7691120988756013
Kern,2024-11,0.8525,56.75833333333333,3.013333333333333,2169.775,0.0,61.98833333333334,66.0,42.0,20671.0,11664.422893439005,0.0,36.02842653738521,3.6116859024587327
Kern,2024-12,0.4049999999999999,71.20967741935485,2.786290322580645,2072.45,0.0,55.082258064516125,91.0,44.0,8372.0,7796.920213488898,0.0,36.68150979788161,3.6291695178513264
Los Angeles,2006-08,0.0,64.29677419354839,4.183870967741935,3112.5199999999995,1.0,74.78129032258065,67.0,25.0,0.0,753.453,292.7895,0.1643055446446404,0.15212481026253216
Los Angeles,2006-09,0.118,61.95333333333333,3.7586666666666666,2703.92,0.4,71.90163636363636,69.5,30.5,0.0,898.1382,756.6281,0.2156510273460906,0.19527975826577482
Los Angeles,2006-10,0.11,63.85806451612903,3.7116129032258063,2761.52,0.6,64.82129032258065,60.0,23.0,2.9,308.3643,430.3274,0.1129600619431903,0.10702318839998418
Los Angeles,2006-11,0.12,62.373333333333335,3.317333333333333,2390.1,1.0,60.321333333333335,75.5,25.5,7.77,419.8705,415.8134,0.2156510273460906,0.19527975826577482
Los Angeles,2006-12,0.485,54.907610087045576,4.015223374295955,2667.1666666666665,0.6666666666666666,52.23735919098822,69.0,19.0,4.24,351.0429,189.4328,0.1540364481043504,0.14326575173302342
Los Angeles,2007-01,0.2283333333333333,52.879838709677415,4.5784946236559145,3002.2000000000003,1.3333333333333333,50.0513082437276,70.0,28.0,112.8,268.1299,106.307,0.1958690394860644,0.17887315077554214
Los Angeles,2007-02,0.7633333333333333,63.94047619047618,4.785119047619047,2695.566666666667,1.6666666666666667,54.19345238095238,60.5,14.0,5.2,601.5265,343.2196,0.1855601426710083,0.17021535713950517
Los Angeles,2007-03,0.0483333333333333,54.44623655913978,4.519354838709678,3362.5333333333333,1.0,58.81989247311828,67.0,43.0,4.4,355.0764,642.1499,0.1855601426710083,0.17021535713950517
Los Angeles,2007-04,0.4566666666666667,62.29444444444445,5.110555555555556,3679.116666666667,2.0,62.05833333333334,63.0,50.0,14.8,1076.1186,692.7403,0.1546334522258403,0.14378293622502178
Los Angeles,2007-05,0.0716666666666666,61.67180299539171,5.188709677419355,3860.066666666667,1.8333333333333333,67.44408602150537,69.0,44.0,9.75,2018.1623,947.7483,0.1649423490408963,0.15267159999139546
Los Angeles,2007-06,0.0,58.95804597701149,5.218333333333334,3757.35,1.8333333333333333,71.44944444444444,66.0,30.0,25.25,382.534,892.6198,0.1340156585957282,0.12576501349570143
Los Angeles,2007-07,0.0,58.573414905450505,5.170967741935484,3848.183333333333,2.0,75.56612903225806,65.0,25.0,487.8,796.396,595.7512,0.1237067617806722,0.11663282933879272
Los Angeles,2007-08,0.5583333333333333,56.23118279569892,4.693010752688172,3493.4,1.3333333333333333,75.11602564102564,66.0,25.5,15.1,607.9586,232.7344,0.1133978649656162,0.10741647918470267
Los Angeles,2007-09,0.5399999999999999,58.65,4.516666666666667,3252.216666666667,0.6666666666666666,72.55935413245759,59.0,20.5,77.45,596.5765,175.7336,0.0824711745204481,0.0792465519214362
Los Angeles,2007-10,0.2866666666666667,54.17741935483871,4.514516129032258,3358.7000000000003,1.8333333333333333,63.72096774193548,64.0,25.0,341.6,437.2338,155.5325,0.1133978649656162,0.10741647918470267
Los Angeles,2007-11,0.6416666666666667,59.855555555555554,3.651111111111111,2633.333333333333,0.3333333333333333,59.67055555555555,98.5,28.0,0.2,476.99,151.2885,0.1443245554107843,0.13481455500387762
Los Angeles,2007-12,1.26,58.112903225806456,4.506989247311828,3353.7666666666664,1.5,51.63420467185762,64.0,16.0,0.0,596.3507,436.3661,0.1752512458559523,0.16148195099893073
Los Angeles,2008-01,6.145,63.36559139784946,4.747849462365592,3533.316666666667,2.0,50.63817204301075,64.0,27.0,1.25,232.6409,104.555,0.1540808782856591,0.1433042507996057
Los Angeles,2008-02,1.0516666666666667,63.26354679802955,4.521264367816092,3147.616666666667,2.0,52.68390804597701,69.0,30.0,1.15,333.7383,220.9336,0.2259852881523001,0.20374483756624576
Los Angeles,2008-03,0.1083333333333333,54.392473118279575,4.852688172043011,3611.7833333333338,2.1666666666666665,57.186021505376345,69.0,33.0,1.0,454.7342,310.9813,0.2568014638094319,0.22856997267011098
Los Angeles,2008-04,0.0316666666666666,53.93888888888889,4.999444444444444,3599.2333333333336,2.0,61.57388888888889,70.5,41.0,8.41,795.5424,469.7579,0.1232647026285273,0.11623935824683615
Los Angeles,2008-05,0.5533333333333333,61.6020022246941,5.101612903225806,3795.3,1.8333333333333333,65.76881720430107,72.0,42.0,9.62,1234.8847,499.6155,0.1335367611809046,0.12534262200629898
Los Angeles,2008-06,0.0233333333333333,57.47387057387058,4.842777777777777,3485.7333333333336,0.8333333333333334,71.33222222222223,85.5,52.0,23.96,2619.9411,417.1048,0.2054411710475455,0.18684561699002927
Los Angeles,2008-07,0.0,61.61827956989248,4.705376344086021,3500.083333333333,0.8333333333333334,75.18333333333334,91.0,46.0,23.12,3369.1898,943.7131,0.2362573467046774,0.21208854667094074
Los Angeles,2008-08,0.0016666666666666,61.56989247311827,4.490860215053764,3340.433333333333,0.6666666666666666,75.15645161290323,68.0,43.0,5.46,2770.1325,409.2792,0.2465294052570546,0.22036321396159686
Los Angeles,2008-09,0.0283333333333333,61.0,3.862222222222222,2781.083333333333,0.0,72.51388888888889,71.0,45.5,200.13,559.4968,218.7231,0.2465294052570546,0.22036321396159686
Los Angeles,2008-10,0.0333333333333333,44.892473118279575,4.2424731182795705,3155.15,1.1666666666666667,65.16935483870968,65.0,49.0,445.5,295.6117,83.8086,0.1746249953904137,0.16094894379678737
Los Angeles,2008-11,1.24,57.87222222222223,3.942222222222222,2840.133333333333,0.8333333333333334,59.98833333333334,71.5,42.0,7.4,319.4995,268.3996,0.2157132295999228,0.1953309248103747
Los Angeles,2008-12,1.5133333333333334,63.86783154121864,4.016129032258065,2986.6,1.3333333333333333,53.06077956989248,63.0,33.0,1.0,353.4262,112.4158,0.2670735223618092,0.23670992835454122
Los Angeles,2009-01,0.2083333333333333,49.364849833147936,4.015591397849462,2987.65,1.0,52.05483870967741,64.0,40.0,1.0,9.4045,0.0,0.2043443611173549,0.18593532020943268
Los Angeles,2009-02,3.1183333333333336,64.37896825396825,4.192261904761905,2816.6,0.3333333333333333,52.216895943562605,60.5,28.5,0.0,176.5156,98.6821,0.1123893986145452,0.10651031314037342
Los Angeles,2009-03,1.135,61.51612903225807,4.536559139784946,3374.966666666667,1.1666666666666667,57.90997849462366,66.0,39.0,0.1,356.0832,165.3067,0.2145615791732227,0.19438317148737824
Los Angeles,2009-04,0.1033333333333333,55.50555555555555,5.247777777777778,3778.216666666666,2.1666666666666665,60.56222222222223,65.5,43.5,5.2,709.5621,105.6795,0.1634754888938839,0.15141163683773085
Los Angeles,2009-05,0.11,62.72043010752689,5.008064516129032,3728.066666666667,1.6666666666666667,67.96182795698924,85.0,44.0,83.14999999999999,961.4235,431.5079,0.1634754888938839,0.15141163683773085
Los Angeles,2009-06,0.04,66.90555555555555,5.036111111111111,3624.216666666666,2.333333333333333,68.94611111111111,67.5,36.0,51.02,3721.6853,6754.1869,0.1226066166704129,0.11565331756739555
Los Angeles,2009-07,0.0,56.26881720430108,4.667204301075269,3472.7166666666667,0.5,74.53728878648234,77.0,44.0,17.27,2249.1719,27510.9542,0.1430410527821485,0.13369230086247766
Los Angeles,2009-08,0.0,54.82693733778272,4.305376344086022,3201.816666666667,0.3333333333333333,72.94544802867382,84.0,42.0,2024.22,1338.352,22885.8975,0.1839099250056194,0.16882245671446136
Los Angeles,2009-09,0.0116666666666666,55.92222222222222,4.116666666666666,2960.633333333333,0.6666666666666666,72.06611111111111,82.0,45.5,376.91,353.4085,5612.59,0.1226066166704129,0.11565331756739555
Los Angeles,2009-10,0.58,56.849641577060936,4.221264367816092,3110.35,1.0,64.47081342094783,68.0,43.0,7.22,251.829,120.0974,0.1123893986145452,0.10651031314037342
Los Angeles,2009-11,0.0133333333333333,51.59444444444444,3.8166666666666655,2751.683333333333,0.1666666666666666,57.21933333333334,76.5,46.5,2.47,304.1338,88.6914,0.2145615791732227,0.19438317148737824
Los Angeles,2009-12,2.3016666666666663,61.65053763440861,3.7672043010752687,2800.083333333333,1.1666666666666667,50.6941935483871,69.0,33.0,1.21,209.7523,90.9337,0.2247787972290904,0.20276025400076006
Los Angeles,2010-01,5.243333333333333,61.5753653156879,3.584175627240144,2648.083333333333,0.5,51.14732181055874,71.0,29.0,0.01,172.5965,74.4351,0.1323455738397187,0.12429121043694243
Los Angeles,2010-02,5.1466666666666665,68.382326007326,3.7571428571428567,2525.8,0.6666666666666666,53.833333333333336,63.5,29.0,0.1,233.7633,182.3556,0.1221651450828172,0.11525998440024755
Los Angeles,2010-03,1.87,57.9247311827957,4.209139784946236,3130.6,1.6666666666666667,56.7483870967742,59.0,32.0,0.1,526.2769,375.8283,0.1018042875690144,0.09694909747113879
Los Angeles,2010-04,11.101666666666668,63.09059829059829,4.441666666666666,3198.066666666666,1.6666666666666667,59.66944444444445,63.5,31.0,1.5699999999999998,445.1387,1790.3472,0.0916238588121129,0.08766636634836261
Los Angeles,2010-05,13.458333333333336,59.90860215053763,4.752105734767025,3301.8,2.333333333333333,64.33539426523298,64.0,33.0,9.86,1221.9256,4991.5038,0.1018042875690144,0.09694909747113879
Los Angeles,2010-06,4.0616666666666665,64.59137931034483,4.507701149425287,3229.25,0.6666666666666666,70.90095785440613,77.0,37.0,14.03,2826.2402,14961.1814,0.2036085751380288,0.18532419032300687
