County,Year-Month,Precipitation,Avg Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),windeventcount,Avg Soil Temp (F),AQI_PM25,AQI_PM10,FIRE_Acres_Burned,fungicide_lbs_prd_used,rodent_lbs_prd_used,rate_per_100k
Los Angeles,2004-05,0.035,64.07565284178187,6.671586021505377,4865.875,2.25,70.09596774193548,63.0,29.0,,607.428,480.25,0.1327443161691869
Los Angeles,2004-06,0.005,76.15833333333333,4.194166666666667,3018.375,0.0,72.95416666666667,74.0,29.0,,1056.5718,1506.3572,0.1225332149254033
Los Angeles,2004-07,0.0,69.66129032258064,3.7572580645161295,2793.025,0.0,75.47088431590656,69.0,26.0,,765.0366,966.3572,0.1123221136816197
Los Angeles,2004-08,0.0,72.93643263757116,3.728225806451613,2772.975,0.0,75.3959677419355,71.0,29.0,,2401.4636,1203.657,0.1633776199005377
Los Angeles,2004-09,0.0,65.33444444444444,3.5175,2533.575,0.0,72.48249999999999,73.0,32.5,,850.6505,316.0,0.2144331261194558
Los Angeles,2004-10,4.5875,76.50806451612902,3.296774193548387,2455.225,0.0,66.90322580645162,70.0,25.0,,729.5534,335.1563,0.1225332149254033
Los Angeles,2004-11,1.4375,66.5125,2.9719791666666664,1936.825,0.0,59.99395833333333,68.5,17.5,,837.6769,62.1788,0.1225332149254033
Los Angeles,2004-12,3.95,61.49462365591398,3.272043010752688,1825.25,0.0,55.7494623655914,77.0,19.0,,389.2846,175.8734,0.0612666074627016
Los Angeles,2005-01,7.44,70.01075268817205,3.4247311827956985,1910.525,0.0,56.7505376344086,62.0,13.0,,536.3797,242.962,0.1737109345821991
Los Angeles,2005-02,7.88,71.98809523809524,3.7404761904761905,1885.95,0.0,58.33571428571429,60.0,13.5,,315.3276,353.9121,0.1124011929649523
Los Angeles,2005-03,1.635,72.79569892473118,3.5913978494623655,2004.75,0.0,62.178494623655915,56.0,16.0,,542.9435,300.6096,0.1226194832344935
Los Angeles,2005-04,0.992,65.34904347826087,4.590394202898551,3010.74,1.4,61.65253333333334,60.0,19.0,,882.7816,1033.9044,0.1226194832344935
Los Angeles,2005-05,0.444,69.17695852534561,4.387741935483871,3262.7799999999997,0.2,67.87963133640554,61.0,20.0,,1442.1823,840.4201,0.163492644312658
Los Angeles,2005-06,0.0,66.96000000000001,4.88,3513.66,1.4,70.15533333333333,61.0,23.0,,1115.6186,1005.3017,0.081746322156329
Los Angeles,2005-07,0.0,67.41588089330025,4.540645161290323,3376.94,1.2,75.44451612903225,73.0,29.0,,763.2963,577.9943,0.1124011929649523
Los Angeles,2005-08,0.0,66.79354838709676,4.02,2993.1400000000003,0.4,75.46967741935484,72.0,27.0,,400.3844,996.0559,0.2145840956603636
Los Angeles,2005-09,0.306,65.88,3.695333333333333,2657.06,0.2,70.49333333333334,71.0,22.5,,426.3772,730.8978,0.2963304178166926
Los Angeles,2005-10,1.1,67.7290322580645,3.6387096774193552,2710.52,0.6,65.46064516129033,70.0,23.0,,359.3103,555.0761,0.3065487080862338
Los Angeles,2005-11,0.036,58.873333333333335,3.3113333333333337,2384.02,0.4,60.514,72.5,28.0,,548.9365,483.3548,0.3065487080862338
Los Angeles,2005-12,0.6020000000000001,67.87741935483871,3.2941935483870965,2450.02,1.0,55.49032258064515,86.0,25.0,,217.1725,64.1554,0.2963304178166926
Los Angeles,2006-01,0.778,60.70322580645161,3.961290322580645,2947.3199999999997,1.2,53.85032258064516,65.0,15.0,,172.3902,99.7676,0.1848437377252205
Los Angeles,2006-02,1.722,58.21428571428571,3.635,2442.1,0.6,55.14214285714286,74.5,20.5,,166.3257,91.0897,0.1643055446446404
Los Angeles,2006-03,2.744,72.12903225806451,4.2,3125.04,1.8,55.79354838709678,54.0,11.0,,404.7214,507.7565,0.2156510273460906
Los Angeles,2006-04,2.44,72.13333333333334,4.116,2961.16,1.6,60.61066666666667,51.0,16.0,,783.8596,557.6227,0.1026909654029002
Los Angeles,2006-05,0.536,69.88387096774193,4.352903225806452,3238.84,1.2,67.52903225806452,71.0,31.0,,1135.3858,1934.6078,0.1026909654029002
Los Angeles,2006-06,0.0,65.26380952380953,4.586666666666667,3301.04,1.2,72.41533333333334,70.0,28.0,,860.171,7420.9009,0.1951128342655105
Los Angeles,2006-07,0.0,61.376295089782296,4.5529032258064515,3390.28,1.4,76.67615292712067,67.0,31.0,,1388.6407,1016.7589,0.1951128342655105
Los Angeles,2006-08,0.0,64.29677419354839,4.183870967741935,3112.5199999999995,1.0,74.78129032258065,67.0,25.0,0.0,753.453,292.7895,0.1643055446446404
Los Angeles,2006-09,0.118,61.95333333333333,3.7586666666666666,2703.9199999999996,0.4,71.90163636363636,69.5,30.5,0.0,898.1382,756.6281,0.2156510273460906
Los Angeles,2006-10,0.11,63.85806451612903,3.7116129032258063,2761.52,0.6,64.82129032258065,60.0,23.0,2.9,308.3643,430.3274,0.1129600619431903
Los Angeles,2006-11,0.12,62.373333333333335,3.317333333333333,2390.1,1.0,60.321333333333335,75.5,25.5,7.77,419.8705,415.8134,0.2156510273460906
Los Angeles,2006-12,0.485,54.907610087045576,4.015223374295955,2667.1666666666665,0.6666666666666666,52.23735919098822,69.0,19.0,4.24,351.0429,189.4328,0.1540364481043504
Los Angeles,2007-01,0.2283333333333333,52.879838709677415,4.5784946236559145,3002.2000000000003,1.3333333333333333,50.0513082437276,70.0,28.0,112.8,268.1299,106.307,0.1958690394860644
Los Angeles,2007-02,0.7633333333333333,63.94047619047618,4.785119047619047,2695.566666666667,1.6666666666666667,54.19345238095238,60.5,14.0,5.2,601.5265,343.2196,0.1855601426710083
Los Angeles,2007-03,0.0483333333333333,54.446236559139784,4.519354838709678,3362.5333333333333,1.0,58.81989247311828,67.0,43.0,4.3999999999999995,355.0764,642.1499,0.1855601426710083
Los Angeles,2007-04,0.4566666666666667,62.29444444444445,5.110555555555556,3679.116666666667,2.0,62.05833333333334,63.0,50.0,14.8,1076.1186,692.7403,0.1546334522258403
Los Angeles,2007-05,0.0716666666666666,61.67180299539171,5.188709677419355,3860.066666666667,1.8333333333333333,67.44408602150537,69.0,44.0,9.75,2018.1623,947.7483,0.1649423490408963
Los Angeles,2007-06,0.0,58.958045977011494,5.218333333333334,3757.35,1.8333333333333333,71.44944444444444,66.0,30.0,25.25,382.534,892.6198,0.1340156585957282
Los Angeles,2007-07,0.0,58.573414905450505,5.170967741935484,3848.183333333333,2.0,75.56612903225806,65.0,25.0,487.8,796.396,595.7512,0.1237067617806722
Los Angeles,2007-08,0.5583333333333333,56.23118279569892,4.693010752688172,3493.3999999999996,1.3333333333333333,75.11602564102564,66.0,25.5,15.1,607.9586,232.7344,0.1133978649656162
Los Angeles,2007-09,0.5399999999999999,58.65,4.516666666666667,3252.216666666667,0.6666666666666666,72.55935413245759,59.0,20.5,77.45,596.5765,175.7336,0.0824711745204481
Los Angeles,2007-10,0.2866666666666667,54.17741935483871,4.514516129032258,3358.7000000000003,1.8333333333333333,63.72096774193548,64.0,25.0,341.6,437.2338,155.5325,0.1133978649656162
Los Angeles,2007-11,0.6416666666666667,59.855555555555554,3.651111111111111,2633.3333333333335,0.3333333333333333,59.67055555555555,98.5,28.0,0.2,476.99,151.2885,0.1443245554107843
Los Angeles,2007-12,1.26,58.112903225806456,4.506989247311828,3353.7666666666664,1.5,51.63420467185762,64.0,16.0,0.0,596.3507,436.3661,0.1752512458559523
Los Angeles,2008-01,6.145,63.365591397849464,4.747849462365592,3533.316666666667,2.0,50.63817204301075,64.0,27.0,1.25,232.6409,104.555,0.1540808782856591
Los Angeles,2008-02,1.0516666666666667,63.26354679802955,4.521264367816092,3147.616666666667,2.0,52.68390804597701,69.0,30.0,1.15,333.7383,220.9336,0.2259852881523001
Los Angeles,2008-03,0.1083333333333333,54.392473118279575,4.852688172043011,3611.7833333333338,2.1666666666666665,57.186021505376345,69.0,33.0,1.0,454.7342,310.9813,0.2568014638094319
